question,query
where is the lacrosse school?,SELECT location WHERE school EQL lacrosse
where is a lacrosse school located?,SELECT location WHERE school EQL lacrosse
where is the lacrosse school located?,SELECT location WHERE school EQL lacrosse
Which IHSAA Class has a Mascot of tigers?,SELECT ihsaa class WHERE mascot EQL tigers
which class in ihsaa has a tigers mascot?,SELECT ihsaa class WHERE mascot EQL tigers
what ihsaa class does have a tiger mascot?,SELECT ihsaa class WHERE mascot EQL tigers
which ihsaa class has a tigers mascot?,SELECT ihsaa class WHERE mascot EQL tigers
which ihsaa class has tigers?,SELECT ihsaa class WHERE mascot EQL tigers
which ihsaa class has a tiger?,SELECT ihsaa class WHERE mascot EQL tigers
which ihsaa class has a mascot of tigers?,SELECT ihsaa class WHERE mascot EQL tigers
Which Location has an Enrollment larger than 543?,SELECT location WHERE enrollment GT 543
which location has a larger enrollment than 543?,SELECT location WHERE enrollment GT 543
what locations have enrollments greater than 543?,SELECT location WHERE enrollment GT 543
what place has an enrollment larger than 543?,SELECT location WHERE enrollment GT 543
which location has a enrollment of more than 543?,SELECT location WHERE enrollment GT 543
which location has an enrollment of more than 543?,SELECT location WHERE enrollment GT 543
which location has an enrollment larger than 543?,SELECT location WHERE enrollment GT 543
What is the county with an AA IHSAA class in ferdinand?,SELECT county WHERE ihsaa class EQL aa AND location EQL ferdinand
which county has an aa ihsaa class in ferdinand?,SELECT county WHERE ihsaa class EQL aa AND location EQL ferdinand
"What school has a size less than 674, has a county of 19 dubois, and has the rangers as their mascot?",SELECT school WHERE size LT 674 AND county EQL 19 dubois AND mascot EQL rangers
"What school has a size less than 674, has a county of 19 dubois, and has the rangers as their mascot?",SELECT school WHERE size LT 674 AND county EQL 19 dubois AND mascot EQL rangers
What is the ISHAA class for the International School?,SELECT ihsaa class WHERE school EQL international
what is an ishaa class for international schools?,SELECT ihsaa class WHERE school EQL international
What school is in 41 Johnson county?,SELECT school WHERE county EQL 41 johnson
which school is in johnson county?,SELECT school WHERE county EQL 41 johnson
which school is in 41 johnson county?,SELECT school WHERE county EQL 41 johnson
What is the mascot for the team smaller than 154 from 49 Marion?,SELECT mascot WHERE size LT 154 AND county EQL 49 marion
What is the mascot for the team smaller than 154 from 49 Marion?,SELECT mascot WHERE size LT 154 AND county EQL 49 marion
Which IHSAA Class has a Size larger than 511?,SELECT ihsaa class WHERE size GT 511
which class has larger size 511?,SELECT ihsaa class WHERE size GT 511
which ihsaa class size is larger than 511?,SELECT ihsaa class WHERE size GT 511
which ihsaa class has size greater than 511?,SELECT ihsaa class WHERE size GT 511
which ihsaa class has size bigger than 511?,SELECT ihsaa class WHERE size GT 511
what ihsaa class has a size larger than 511?,SELECT ihsaa class WHERE size GT 511
which ihsaa class has size larger than 511?,SELECT ihsaa class WHERE size GT 511
which ihsaa class has a size larger than 511?,SELECT ihsaa class WHERE size GT 511
Which IHSAA Class has a School of mitchell?,SELECT ihsaa class WHERE school EQL mitchell
which class ihsaa has a school in mitchell?,SELECT ihsaa class WHERE school EQL mitchell
which class of the ihsaa has a school in mitchell?,SELECT ihsaa class WHERE school EQL mitchell
"Which School has a Size larger than 408, and a Mascot of pacers?",SELECT school WHERE size GT 408 AND mascot EQL pacers
which school is bigger than 408 and have a pacer mascot?,SELECT school WHERE size GT 408 AND mascot EQL pacers
which school has a size greater than 408 and a mascot of pacers?,SELECT school WHERE size GT 408 AND mascot EQL pacers
which school has a size of larger than 408 and a mascot of pacers?,SELECT school WHERE size GT 408 AND mascot EQL pacers
Which County has a Mascot of pacers?,SELECT county WHERE mascot EQL pacers
what county has a mascot for pacers?,SELECT county WHERE mascot EQL pacers
what county has an mascot of pacers?,SELECT county WHERE mascot EQL pacers
which county has a mascot of pacers?,SELECT county WHERE mascot EQL pacers
What are the Wycombe Wanderers when 1 January 2010 is 23 July 2009 and df is gk?,SELECT wycombe wanderers WHERE 1 january 2010 EQL 23 july 2009 AND df EQL gk
who are the wycombe wanderers?,SELECT wycombe wanderers WHERE 1 january 2010 EQL 23 july 2009 AND df EQL gk
What are the undisclosed when Adam Hinshelwood is Ricky Newman?,SELECT undisclosed WHERE adam hinshelwood EQL ricky newman
tell me the unspecified story where ricky newman is portrayed by adam hinshelwood?,SELECT undisclosed WHERE adam hinshelwood EQL ricky newman
list some unanswered questions regarding ricky newman and adam hinshelwood?,SELECT undisclosed WHERE adam hinshelwood EQL ricky newman
show the unconfirmed moments when ricky newman meets adam hinshelwood?,SELECT undisclosed WHERE adam hinshelwood EQL ricky newman
What is the df when Adam Hinshelwood is Junior Mendes?,SELECT df WHERE adam hinshelwood EQL junior mendes
What is the df when Adam Hinshelwood is Junior Mendes?,SELECT df WHERE adam hinshelwood EQL junior mendes
"What is the date of the game with an attendance larger than 62,491?","SELECT date WHERE attendance GT 62,491"
can you list the dates of the game whose attendance is higher than 62491?,"SELECT date WHERE attendance GT 62,491"
What is the attendance of the game on week 4?,SELECT attendance WHERE week EQL 4
what does it mean that the game attendance is 4?,SELECT attendance WHERE week EQL 4
how many people played the game this week?,SELECT attendance WHERE week EQL 4
"What is Nationality, when Position is ""G"", and when Pick is greater than 26?",SELECT nationality WHERE position EQL g AND pick GT 26
what is nationality when the g position is greater than 26?,SELECT nationality WHERE position EQL g AND pick GT 26
"What is Player, when Round is ""2"", and when School/Club Team is ""Xavier""?",SELECT player WHERE round EQL 2 AND school/club team EQL xavier
"What is Player, when Round is ""2"", and when School/Club Team is ""Xavier""?",SELECT player WHERE round EQL 2 AND school/club team EQL xavier
"Which one has a rank bigger than 2, lane of 1, and is from Hong Kong?",SELECT name WHERE rank GT 2 AND lane EQL 1 AND nationality EQL hong kong
"Which one has a rank bigger than 2, lane of 1, and is from Hong Kong?",SELECT name WHERE rank GT 2 AND lane EQL 1 AND nationality EQL hong kong
Which Bullet diameter has a Name of 11.4mm werndl m/73?,SELECT bullet diameter WHERE name EQL 11.4mm werndl m/73
Which Case length has a Rim diameter of 13.20 (.518)?,SELECT case length WHERE rim diameter EQL 13.20 (.518)
Which Bullet diameter has a Neck diameter of 12.17 (.479)?,SELECT bullet diameter WHERE neck diameter EQL 12.17 (.479)
which bullet has a neck diameter of 1217479?,SELECT bullet diameter WHERE neck diameter EQL 12.17 (.479)
which bullet size has a neck diameter of 1217479?,SELECT bullet diameter WHERE neck diameter EQL 12.17 (.479)
Who owns the horse with a post position of less than 4 with jockey todd pletcher?,SELECT owner WHERE post position LT 4 AND jockey EQL todd pletcher
Who owns the horse with a post position of less than 4 with jockey todd pletcher?,SELECT owner WHERE post position LT 4 AND jockey EQL todd pletcher
What jockey is on hard spun?,SELECT jockey WHERE horse name EQL hard spun
What jockey is on hard spun?,SELECT jockey WHERE horse name EQL hard spun
What horse does todd pletcher ride with odds of 14.20-1?,SELECT horse name WHERE jockey EQL todd pletcher AND post time odds EQL 14.20-1
which horse does todd pletcher ride with a chance of 1420-1?,SELECT horse name WHERE jockey EQL todd pletcher AND post time odds EQL 14.20-1
what kind of horse does todd pletcher ride at odds of 1420?,SELECT horse name WHERE jockey EQL todd pletcher AND post time odds EQL 14.20-1
what horse does tom pletcher ride with odds of 1420-1?,SELECT horse name WHERE jockey EQL todd pletcher AND post time odds EQL 14.20-1
which horse does todd pletcher ride with odds of 1420-1?,SELECT horse name WHERE jockey EQL todd pletcher AND post time odds EQL 14.20-1
What was the Illinois Derby purse?,SELECT purse ( us$ ) WHERE race EQL illinois derby
tell me the illinois derby purse?,SELECT purse ( us$ ) WHERE race EQL illinois derby
what was the illinois derby purse for?,SELECT purse ( us$ ) WHERE race EQL illinois derby
what was an illinois derby purse?,SELECT purse ( us$ ) WHERE race EQL illinois derby
what's the illinois derby purse?,SELECT purse ( us$ ) WHERE race EQL illinois derby
what was the illinois derby purse?,SELECT purse ( us$ ) WHERE race EQL illinois derby
How much money did Crafty Bear wins with a dist of 1 mile?,SELECT purse ( us$ ) WHERE dist. EQL 1 mile AND winning horse EQL crafty bear
how much money did crafty bear win in a distance of 1 mile?,SELECT purse ( us$ ) WHERE dist. EQL 1 mile AND winning horse EQL crafty bear
how much money did crafty bear win with a distance of 1 mile?,SELECT purse ( us$ ) WHERE dist. EQL 1 mile AND winning horse EQL crafty bear
What track did they race on at the Fountain of Youth Stakes?,SELECT track WHERE race EQL fountain of youth stakes
which track did they race at the fountain of youth stakes?,SELECT track WHERE race EQL fountain of youth stakes
How much is the total BBC 2 viewing in 1999?,SELECT bbc two total viewing WHERE year EQL 1999
what amount of television was viewed by the bbc in 1999?,SELECT bbc two total viewing WHERE year EQL 1999
how much bbc 2 audience did you enjoy in 1999?,SELECT bbc two total viewing WHERE year EQL 1999
tell me the total number of bbc2 viewers in 1999?,SELECT bbc two total viewing WHERE year EQL 1999
What was the rank of BBC 2 in 2005?,SELECT bbc two rank WHERE year EQL 2005
what was the bbc's average ranking in 2005?,SELECT bbc two rank WHERE year EQL 2005
what was bbc 2's ranking in 2005?,SELECT bbc two rank WHERE year EQL 2005
what was bbc2 ranking in 2005?,SELECT bbc two rank WHERE year EQL 2005
"What is the BBC 2 rank when BBC 1 is 1st rank and the total viewing is 9,840,000?","SELECT bbc two rank WHERE bbc one rank EQL 1st AND bbc one total viewing EQL 9,840,000"
"What is the BBC 2 rank when BBC 1 is 1st rank and the total viewing is 9,840,000?","SELECT bbc two rank WHERE bbc one rank EQL 1st AND bbc one total viewing EQL 9,840,000"
What university is kwaku nyamekye affiliated with?,SELECT affiliation WHERE player EQL kwaku nyamekye
what university kwaku nyamekye affiliated?,SELECT affiliation WHERE player EQL kwaku nyamekye
which university is kwaku nyamekye affiliated with?,SELECT affiliation WHERE player EQL kwaku nyamekye
what university is kwaku namekye affiliated with?,SELECT affiliation WHERE player EQL kwaku nyamekye
what university is kwaku nyamekye affiliated with?,SELECT affiliation WHERE player EQL kwaku nyamekye
